word,content
yamaha,"Japan Yamaha Yamato Transport Yasakawa Yokogawa Electric Yokohama Rubber Authority control GND: 4025812-9 ISNI: 0000 0004 1763 7120 LCCN: n81128387 MBL: 68245c4e-a158-4817-b93c-45cdc6d55691 NDL: 00283085 WorldCat Identities (via LCCN): n81-128387 Retrieved from ""https://en.wikipedia.org/w/index.php?title=Honda&oldid=1010170248"" Categories: TOPIX 100HondaMultinational companies headquartered in JapanAgricultural machinery manufacturers of JapanAircraft manufacturers of JapanBoat buildersCar manufacturers of JapanDefense companies of JapanJapanese Imperial Warrant holdersLawn and garden tractorsMarine engine manufacturersMoped manufacturersMotor vehicle engine manufacturersMotorcycle manufacturers of JapanRobotics companies of JapanScooter manufacturersTractor manufacturers of JapanTruck manufacturers of JapanManufacturing companies established in 1948Vehicle manufacturing companies established in 1948Technology companies established in 1948Japanese companies established in 1948Companies listed on the Tokyo Stock ExchangeCompanies listed on the New York Stock ExchangeIndyCar Series engine manufacturersCar brandsJapanese brandsLuxury motor vehicle manufacturersMotorcycle engine manufacturersEngine manufacturers of JapanHidden categories: Pages with non-numeric formatnum argumentsAll accuracy disputesArticles with disputed statements from November 2010Webarchive template wayback linksArticles with disputed statements from July 2014CS1 Portuguese-language sources (pt)All articles with dead external linksArticles with dead external links from November 2016CS1 Japanese-language sources (ja)CS1 errors: missing periodicalCS1 Spanish-language sources (es)Wikipedia pages semi-protected against vandalismWikipedia indefinitely move-protected pagesArticles with short descriptionShort description is different from WikidataUse dmy dates from October 2019Articles containing Japanese-language textArticles with hAudio microformatsAll articles with unsourced statementsArticles with unsourced statements from August 2015Articles needing additional references from September 2017All articles needing additional referencesArticles containing potentially dated statements from February 2011All articles containing potentially dated statementsArticles containing potentially dated statements from June 2014Commons category link is on WikidataOfficial website different in Wikidata and WikipediaArticles with Curlie linksWikipedia articles with GND identifiersWikipedia articles with ISNI identifiersWikipedia articles with LCCN identifiersWikipedia articles with MusicBrainz label identifiersWikipedia articles with NDL identifiersWikipedia articles with WorldCat-LCCN identifiers"
motorcycle,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search Off-road motorcycle racing held on enclosed off-road circuits A motocross rider coming off a jump."
motorcycle,Play media Motocross championship Motocross is a form of off-road motorcycle racing held on enclosed off-road circuits.
sport,The sport evolved from motorcycle trials competitions held in the United Kingdom.
motorcycle,"[1][2] Contents 1 History 2 Major competitions 2.1 FIM Motocross World Championship 2.2 AMA Motocross Championship 2.3 Motocross des Nations 2.4 British Motocross Championship 3 Sports derived from motocross 3.1 Freestyle 3.2 SuperMoto 3.3 ATV/Quad Motocross 3.4 Supercross 3.5 Sidecarcross 3.6 Pit bikes and mini-motocross 4 Equipment 4.1 Motocross motorcycle 5 Governing bodies 6 See also 7 References 8 External links History[edit] Motocross first evolved in Australia from motorcycle trials competitions, such as the Auto-Cycle Clubs's first quarterly trial in 1909 and the Scottish Six Days Trial that began in 1912."
racing,"[1] Though known as scrambles racing in the United Kingdom, the sport grew in popularity and the competitions became known internationally as ""motocross racing"", by combining the French word for motorcycle, motocyclette, or moto for short, into a portmanteau with ""cross country""."
sport,"[3] During the 1930s the sport grew in popularity, especially in Britain where teams from the Birmingham Small Arms Company (BSA), Norton, Matchless, Rudge, and AJS competed in the events."
motorcycle,"[4] The period after World War II was dominated by BSA, which had become the largest motorcycle company in the world."
engine,"[4] A Maico 360 cc with air-cooled engine and twin shock absorbers on the rear suspension In 1952 the FIM, motorcycling's international governing body, set up an individual European Championship using a 500 cc engine displacement formula."
engine,"By the 1960s, advances in two-stroke engine technology meant that the heavier, four-stroke machines were relegated to niche competitions."
sport,[4] Riders from Belgium and Sweden began to dominate the sport during this period.
motorcycle,[8] By the late 1960s Japanese motorcycle companies began challenging the European factories for supremacy in the motocross world.
motorcycle,"[11] During the late 1970s and early 1980s, Japanese motorcycle manufacturers presided over a boom period in motocross technology."
motorcycle,"In the 1990s, America's leading motorcycle sport governing body, the AMA, increased the allowable displacement limit for four stroke powered machines in the AMA motocross championship, due to the low relative power output of a four stroke engine, compared to the then-dominating two stroke design."
sport,The sport evolved with sub-disciplines such as stadium events known as supercross and arenacross held in indoor arenas.
motorcycle,[18] Sports derived from motocross[edit] A number of other types of motorcycle sport have been derived from Motocross.
racing,"Freestyle[edit] Main article: Freestyle Motocross ""superman seat-grab"" Freestyle Motocross (FMX), a relatively new variation of supercross started by the South African champion, Marco Urzi, does not involve racing and instead it concentrates on performing acrobatic stunts while jumping motocross bikes."
road,"SuperMoto[edit] Main article: Supermoto A Supermoto rider on the road Supermoto uses motocross bikes converted for racing on tracks consisting of three sections: flat dirt, dirt obstacles, and paved road."
road,"Supermoto races may take place at modified go-kart tracks, road racing tracks, or even street racing tracks."
racing,Supermoto began in the US the late 1970s when TV journalist Gavin Trippe envisioned a racing event that would prove who the best motorcycle racer was.
road,"From 1980 to 1985, he organized a yearly event called ""The Superbikers"", which pitted the top riders from three disciplines, flat track, road racing, and motocross against one another on modified bikes raced on special tracks on the television show."
sport,"After 1985, the sport declined and received little exposure in the US, but in Europe, it started gaining popularity, and in 2003 it was revived in the US, when the name became Supermoto."
racing,Throughout the United States and the United Kingdom there are many quad racing clubs with enduro and quadcross sections.
racing,GNCC Racing began around 1980 and includes hare scramble and enduro type races.
racing,"GNCC racing features many types of obstacles such as, hill climbing, creek and log crossings, dirt roads and wooded trails."
racing,Championship mud racing (CMR)[20] saw its infancy in 2006 as leaders of the ATV industry recognized a need for uniformity of classes and rules of various local mud bog events.
racing,Supercross[edit] Main article: Supercross Supercross is a cycle racing sport involving specialized high-performance off-road motorcycles on constructed dirt tracks with steep jumps and obstacles.
road,"The side of the ""chair"" (slang for the platform) usually follows the side of the road the nation in question drives upon, but not always."
road,This name comes from the early sidecars which resembled road motorcycle sidecars and not today's platform.
honda,"A rider would buy a child's minibike, usually a Honda CRF 50 or Kawasaki KLX110, and apply all the necessary upgrades and modifications to build a competitive pit bike."
engine,"This is a notable difference from Motocross and Supercross competition, where classes are separated by engine displacement."
racing,"Pit bike racing is a relatively new niche of motocross, and as such, there is no official governing body similar to the AMA."
honda,"Equipment[edit] Motocross motorcycle[edit] Major manufactures Honda (Japan) Husqvarna (Austria) Kawasaki (Japan) KTM (Austria) Suzuki (Japan) Yamaha (Japan) Minor Beta (Italy) Gas Gas (Spain) Sherco (France & Spain) TM (Italy), TM holds the largest market share for motocross bikes, outside the major six."
racing,Niche market manufactures AJP (Portugal) Aprilia (Italy) Benelli (Italy) 2008 first 450 cc dirt bike BMW Motorrad (Germany) Cagiva (Italy) ATK (USA) CCM (UK) Cobra (USA) Demak (Malaysia) Derbi (Spain) GPX Racing (Thailand) Minsk (Belarus) Mojo Motorcycles (Australia) Montesa (Spain) Ossa (Spain) Polini (Italy) Pitster Pro (United States) Stallions (Thailand) Thumpstar (Australia) Viar (Indonesia) Chinese manufacturers Apollo (China) SSR Motorsports (China) TaoTao (China) Coolster (China) Manufacturers that have ceased production BSA (UK) – off-road became CCM Bultaco (Spain) Can-Am (Canada) Cannondale Casal (Portugal) CCM (UK) Cooper (Mexico) CZ (Czechoslovakia) DKW (East Germany) FAMEL (Portugal) Fabrique Nationale (Belgium) Greeves (UK) Hodaka (Japan) Harley-Davidson (USA) Husaberg (Sweden) Maico (Germany) Monark (Sweden) Penton (USA) Puch (Austria) Rickman (UK) SWM (Italy) Zündapp (Germany) Wilcomoto (UK) Governing bodies[edit] This section uses abbreviations that may be confusing or ambiguous.
racing,"Australia – Motorcycling Australia (MA) Austria – Osterreichische Automobil, Motorrad und Touring Club (OAMTC) Belgium – Federation Motocycliste de Belgique (FMB) Brazil – Confederação Brasileira de Motociclismo (CBM) Canada – Canadian Motorsport Racing Corp.(CMRC) and Canadian Motorcycle Association (CMA) Czech Republic – Autoklub České republiky (ACCR) Denmark – Danmarks Motor Union (DMU) Estonia – Eesti Motorrattaspordi Föderatsioon (EMF) Finland – Suomen Moottoriliitto (SML) France – Fédération Française de Motocyclisme (FFM) Germany – Deutscher Motor Sport Bund (DMSB) India – Federation of Motor Sports Clubs of India (FMSCI) Ireland – Motorcycle Union of Ireland (MCUI) – NB covers the whole island Italy – Federazione Motociclistica Italiana (FMI) Latvia – Latvijas Motosporta Federācija[22] (LaMSF) Lithuania – Lietuvos Motociklų Sporto Federacija (LMSF) The Netherlands – Koninklijke Nederlandse Motorrijdersvereniging (KNMV), Motorsport Organisatie Nederland (MON) New Zealand – Motorcycling New Zealand (MNZ) and New Zealand Dirt Bike Federation Norway – Norges Motorsportforbund (NMF) Poland – Polski Związek Motorowy (PZM) Portugal – Federação Motociclismo Portugal (FMP) Russia – Motorcycle Federation of Russia (MFR) South Africa – Motorsport South Africa (MSA) Spain – Real Federación Motociclista Española (RFME) Slovenia – Auto-Cycle Union of Slovenia (AMZS) Sweden – SVEMO Switzerland – Federation Motocycliste Suisse (FMS) Thailand – Federation of Motor Sport Clubs of Thailand (FMSCT) United Kingdom – Auto-Cycle Union (ACU), with other separate bodies like the Amateur Motorcycling Association (AMCA), ORPA, BSMA, and YSMA."
racing,"United States – American Motorcyclist Association (AMA) See also[edit] Outline of motorcycles and motorcycling FIM Motocross World Championship List of AMA Motocross Champions Beach racing Wonder Warthog Racing Bicycle Motocross (BMX) References[edit] ^ a b c d Setright, L. J. K. (1979), The Guinness book of motorcycling facts and feats, Guinness Superlatives, pp."
motorcycle,"^ ""Corriganville/Hopetown Motorcycle Races""."
motorcycle,"^ ""Joël Robert at the Motorcycle Hall of Fame""."
racing,American Historic Racing Motorcycle Association.
racing,"Off-Road racing at Curlie Official FIM World Motocross Championship vteExtreme and adventure sportsBoardsports Bellyboarding Bodyboarding Dirtsurfing Kite landboarding Kiteboarding Longboarding Mountainboarding Riverboarding Sandboarding Skateboarding Skimboarding Skysurfing Snowboarding Snowskating Street luging Surfing River surfing Wakeboarding Windsurfing Motorsports Drifting Motocross Freestyle Rallycross Rallying Snocross Supercross Water sports Coasteering Freediving High diving Jet Skiing Scuba diving Cave diving Technical diving Snorkeling Water skiing Whitewater canoeing Whitewater kayaking Whitewater rafting Climbing Bouldering Canyoning Crane climbing Free solo climbing Ice climbing Mountaineering Rock climbing Skyrunning Falling BASE jumping Ski-BASE jumping Bungee jumping Cliff-diving Cliff jumping Tombstoning Parachuting / skydiving Flying Air racing Gliding Hang gliding Paragliding Powered paragliding Parasailing Speed flying Wingsuit flying Cycling BMX BMX racing Freestyle BMX Mountain biking Downhill Rolling Freestyle scootering Inline skating Aggressive inline skating Vert skating Roller skating Skiing Extreme skiing Freeriding Freestyle skiing Speed skiing Sledding Bobsleigh Extreme sledding Luge Skeleton Food Cheese rolling Nettle eating Others Adventure racing Caving Extreme ironing Extreme Pogo Fell running Obstacle racing Orienteering Powerbocking Slacklining Ultramarathon Zip-lining vteTypes of motorcyclesStreet Cruiser Sport Touring Sport touring Standard Universal Japanese Motorcycle Custom Bobber Café racer Chopper Cutdown Rat bike Streetfighter Dual-sport Adventure touring Supermoto Off-road Enduro Motocross Track racing Trials Small Minibike Mini chopper Moped (Sport moped) Pit bike Scooter Underbone Electric Electric dragbike TTXGP race class TT Zero race class Emergency services Ambulance Blood Fire Police Other Cabin motorcycle Derny Feet forwards Taxi Trike Streamliner Template:Motorcycles vteRacingRunningTrack running Sprinting Middle-distance running Long-distance running Relay race Hurdling Steeplechase Road running Half marathon Marathon Ultramarathon Ekiden Off-road running Cross country running Mountain running Fell running Trail running Skyrunning Other Tower running Racewalking Backward running Snowshoe running Parkour Orienteering Foot orienteering Mountain bike orienteering Ski orienteering Trail orienteering Radio orienteering Canoe orienteering Rogaining Mountain marathon Car orienteering Bicycle racing Road bicycle racing Cyclo-cross Mountain bike racing Track cycling BMX racing Cycle speedway Keirin Animal racing Camel racing Greyhound racing Horse racing Pigeon racing Sled dog racing Swimming Open water swimming Marathon swimming Paralympic swimming Climbing Speed climbing Motor racingAuto racing Drag racing Formula racing Kart racing Off-road racing Pickup truck racing Rallying Rally raid Sports car racing Stock car racing Touring car racing Truck racing Motorcycle racing Beach racing Motocross Rally raid Track racing Motorboat racing Drag boat racing Hydroplane racing Jet sprint boat racing Inshore powerboat racing Offshore powerboat racing Other Air racing Radio-controlled car racing Slot car racing Board racing Longboarding Sandboarding Slalom skateboarding Street luge Winter racing Alpine skiing Cross-country skiing Snowboard cross Speed skating Sledding Multi-sport racing Adventure racing Triathlon Duathlon Aquathlon List of forms of racing Authority control NDL: 00567878 Retrieved from ""https://en.wikipedia.org/w/index.php?title=Motocross&oldid=1010565480"" Categories: MotocrossMotorcycle racing by typeOff-road racingDirt bikingSports originating in the United KingdomGames and sports introduced in 1924Hidden categories: Articles with short descriptionShort description matches WikidataUse dmy dates from June 2020All articles with unsourced statementsArticles with unsourced statements from October 2017Articles needing additional references from July 2009All articles needing additional referencesWikipedia articles with style issues from November 2011All articles with style issuesCommons category link is on WikidataArticles with Curlie linksWikipedia articles with NDL identifiers"
motorcycle,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search Motorcycle sport is a broad field that encompasses all sporting aspects of motorcycling."
motorcycle,Contents 1 Motorcycle racing 2 Track racing 3 Rally 4 Speedway 5 Other Motorcycle sports 5.1 Land speed 5.2 Enduro 5.3 Freestyle Motocross 5.4 Trials 5.4.1 Time and observation 5.4.2 Indoor trials 5.4.3 Long distance trials 5.5 Motorcycle Gymkhana 5.6 Motoball (Motorcycle Polo) 5.7 Hill Climbs 6 References 7 External links Motorcycle racing[edit] Main article: Motorcycle racing Motorcycle racing (also known as moto racing and motorbike racing) is a motorcycle sport involving racing motorcycles.
motorcycle,"Motorcycle racing can be divided into two categories, tarmac-based road disciplines and off-road."
racing,Track racing[edit] Main article: Track racing Track racing is a motorcycle sport where teams or individuals race opponents around an oval track.
racing,"There are differing variants, with each variant racing on a different surface type."
motorcycle,Rally[edit] Main article: Motorcycle rally A road rally is a navigation event on public roads whereby competitors must visit a number of checkpoints in diverse geographical locations while still obeying road traffic laws (not to be confused with car rallies such as WRC).
motorcycle,Speedway[edit] Main article: Motorcycle speedway Speedway is a motorcycle sport in which the motorcycles have one gear and no brakes.
